"X1","X2","X3","X4","X5","class","outlier"
1.63602167649385,1.63132261169361,2.01420179717406,0.810560524650707,1.41278162620285,2,FALSE
1.55858851577166,1.68177892386336,1.89018016502585,0.895185700622377,1.32246736043456,2,FALSE
0.470646441615725,0.315226034470252,1.89540789839715,0.83491574345399,1.75685764109778,3,FALSE
2.02621230301102,1.52546982259204,1.12365157927952,0.871500522107719,0.7500947188692,1,FALSE
1.40837093512691,1.88500646726812,1.95587231910727,0.781627146850515,1.30606810868913,2,FALSE
0.580383846611797,0.516169648578966,1.85265586785628,0.90043359404332,1.61625925614409,3,FALSE
1.47775241918862,0.220961536746472,1.81381172081456,1.31814114749432,1.08237429102883,4,TRUE
1.57231239144754,1.86279659522601,1.92610560588924,0.776258111032186,1.36444450936373,2,FALSE
0.675604123957832,0.362787704116547,1.85338158632634,0.9121746120582,1.72116036637797,3,FALSE
1.59997175802576,1.64576051745954,1.83606775732883,0.876728818942065,1.32952979117423,2,FALSE
